trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
99,0,99,0,10,151.60480749999988,151.60480749999988,0.014760166999622015,[-0.3277777777777778],[0.36333333333333334],[1],[0],[0],[1.3140703750004832],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
100,0,100,0,5,152.92883237499973,152.92883237499973,0.00828799999999319,[0.33555555555555555],[0.25222222222222224],[1],[0],[0],[1.056887708999966],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
101,0,101,0,10,154.00617116600006,154.00617116600006,0.016175458999896364,[0.11666666666666667],[0.14],[1],[0],[0],[0.9293018329999541],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
102,0,102,0,10,154.95387833299992,154.95387833299992,0.015401749999909953,[-0.43222222222222223],[0.42444444444444446],[1],[0],[0],[1.0319038749994434],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
103,0,103,0,5,155.99580691600022,155.99580691600022,0.008574958000281185,[-0.13777777777777778],[0.16555555555555557],[1],[0],[0],[0.8563252090007154],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
104,0,104,0,10,156.87317712499953,156.87317712499953,0.016217499999584106,[0.03],[-0.06444444444444444],[1],[0],[0],[0.9126635410002564],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
105,0,105,0,5,157.79540270800044,157.79540270800044,0.008504917000209389,[-0.21222222222222223],[-0.36444444444444446],[1],[0],[0],[0.9726012080000146],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
106,0,106,0,10,158.78945120800017,158.78945120800017,0.016775291000158177,[-0.3655555555555556],[-0.14333333333333334],[1],[0],[0],[0.8625756250003178],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
107,0,107,0,10,159.66976524999973,159.66976524999973,0.015151708000303188,[0.07666666666666666],[-0.15],[1],[0],[0],[0.9989752090004913],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
108,0,108,0,5,160.67847504099973,160.67847504099973,0.008082583000032173,[-0.36],[0.45111111111111113],[1],[0],[0],[2.007833208000193],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
109,0,109,0,10,162.70855720799955,162.70855720799955,0.017183124999974098,[0.31222222222222223],[-0.09777777777777778],[1],[0],[0],[1.3937912909996157],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
110,0,110,0,10,164.11889395799972,164.11889395799972,0.014422416999877896,[0.19777777777777777],[-0.24444444444444444],[1],[0],[0],[1.0996129169998312],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
111,0,111,0,5,165.22814391599968,165.22814391599968,0.00805308300004981,[-0.44333333333333336],[0.14555555555555555],[1],[0],[0],[1.0907010419996368],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
112,0,112,0,10,166.34048487499967,166.34048487499967,0.016543374999855587,[-0.4711111111111111],[0.09444444444444444],[1],[0],[0],[0.9455347499997515],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
113,0,113,0,5,167.2956290000002,167.2956290000002,0.008731625000109489,[0.36444444444444446],[-0.29],[1],[0],[0],[1.2055895000003147],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
114,0,114,0,10,168.52363712500028,168.52363712500028,0.017087166999772307,[-0.23777777777777778],[0.4266666666666667],[1],[0],[0],[1.2957039170005373],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
115,0,115,0,10,169.8363765410004,169.8363765410004,0.014635833000284038,[-0.43333333333333335],[0.39222222222222225],[1],[0],[0],[1.5662229159997878],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
116,0,116,0,5,171.4123156659998,171.4123156659998,0.008271540999885474,[-0.04666666666666667],[0.38],[1],[0],[0],[1.1570842089995494],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
117,0,117,0,10,172.59140258299976,172.59140258299976,0.017323000000033062,[-0.17888888888888888],[0.006666666666666667],[1],[0],[0],[1.0441026669996063],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
118,0,118,0,10,173.6531109159996,173.6531109159996,0.014809041999797046,[-0.23444444444444446],[-0.4266666666666667],[1],[0],[0],[1.2331455000003189],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
119,0,119,0,10,174.90361849999954,174.90361849999954,0.014947292000215384,[-0.23555555555555555],[0.05444444444444444],[1],[0],[0],[1.2150497920001726],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
120,0,120,0,10,176.13679091599988,176.13679091599988,0.01525187500010361,[0.34],[-0.1288888888888889],[1],[0],[0],[1.1151993749999747],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
121,0,121,0,10,177.27063104100034,177.27063104100034,0.015472334000151022,[0.06666666666666667],[-0.24444444444444444],[1],[0],[0],[0.9650357919999806],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
122,0,122,0,10,178.25391783299983,178.25391783299983,0.015284834000340197,[0.1811111111111111],[0.16555555555555557],[1],[0],[0],[1.182048874999964],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
123,0,123,0,10,179.45344516600017,179.45344516600017,0.0146772919997602,[0.4766666666666667],[0.14222222222222222],[1],[0],[0],[1.266221666999627],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
124,0,124,0,10,180.7375705000004,180.7375705000004,0.015190250000159722,[0.3377777777777778],[0.14777777777777779],[1],[0],[0],[0.7315387089993237],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
125,0,125,0,5,181.4789143750004,181.4789143750004,0.008445375000519562,[0.23444444444444446],[-0.14777777777777779],[1],[0],[0],[0.9393620000000737],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
126,0,126,0,10,182.44075291599984,182.44075291599984,0.017268999999942025,[0.25555555555555554],[0.3211111111111111],[1],[0],[0],[2.7453786250007397],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
127,0,127,0,5,185.19553499999984,185.19553499999984,0.008219040999392746,[0.4866666666666667],[-0.03111111111111111],[1],[0],[0],[0.9727565000002869],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
128,0,128,0,5,186.1821824159997,186.1821824159997,0.009911332999763545,[-0.4011111111111111],[-0.08666666666666667],[1],[0],[0],[1.0366400829998383],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
129,0,129,0,5,187.23077537500012,187.23077537500012,0.00918154200007848,[-0.2588888888888889],[-0.19],[1],[0],[0],[0.7217069580001407],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
130,0,130,0,5,187.96502708299977,187.96502708299977,0.009214083000188111,[0.008888888888888889],[-0.14666666666666667],[1],[0],[0],[0.9039783750004062],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
131,0,131,0,5,188.88046124999983,188.88046124999983,0.008894165999663528,[0.30333333333333334],[-0.27666666666666667],[1],[0],[0],[0.9213811660001738],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
132,0,132,0,10,189.8224417499996,189.8224417499996,0.0161045409995495,[0.02666666666666667],[0.03111111111111111],[1],[0],[0],[1.2134968749996915],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
133,0,133,0,10,191.05209520799963,191.05209520799963,0.014219832999515347,[0.0011111111111111111],[-0.2222222222222222],[1],[0],[0],[0.8666284999999334],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
134,0,134,0,5,191.92902975000015,191.92902975000015,0.00861558300039178,[-0.03777777777777778],[-0.47444444444444445],[1],[0],[0],[1.1223694589998559],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
135,0,135,0,10,193.07280362500023,193.07280362500023,0.016661708000356157,[-0.16555555555555557],[0.22666666666666666],[1],[0],[0],[1.1128684590003104],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
136,0,136,0,5,194.1949998330001,194.1949998330001,0.008126790999995137,[0.03],[-0.46],[1],[0],[0],[1.0737162909999824],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
137,0,137,0,5,195.28178366599968,195.28178366599968,0.009421499999916705,[-0.11666666666666667],[0.42333333333333334],[1],[0],[0],[1.070956292000119],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
138,0,138,0,5,196.36486208299993,196.36486208299993,0.009229541999957291,[0.10888888888888888],[-0.3488888888888889],[1],[0],[0],[1.1215085419999014],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
139,0,139,0,5,197.49891116599974,197.49891116599974,0.009121750000304019,[-0.43222222222222223],[-0.10111111111111111],[1],[0],[0],[0.9698309169998538],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
140,0,140,0,5,198.48100029099987,198.48100029099987,0.009165458000097715,[-0.47333333333333333],[0.22],[1],[0],[0],[1.288854542000081],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
141,0,141,0,10,199.79218520799986,199.79218520799986,0.01762349999989965,[0.38],[-0.33111111111111113],[1],[0],[0],[1.1941369169999234],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
142,0,142,0,5,200.99605133299974,200.99605133299974,0.008715083999959461,[0.028888888888888888],[-0.23555555555555555],[1],[0],[0],[1.1556587080003737],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
143,0,143,0,10,202.17307741599961,202.17307741599961,0.016353125000023283,[0.43],[-0.3988888888888889],[1],[0],[0],[1.2468489170005341],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
144,0,144,0,10,203.4379179159996,203.4379179159996,0.015392083999358874,[0.31555555555555553],[0.10555555555555556],[1],[0],[0],[1.3990140420000898],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
145,0,145,0,10,204.85460591599985,204.85460591599985,0.014699041000312718,[0.39555555555555555],[0.49],[1],[0],[0],[1.4314415419994475],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
146,0,146,0,5,206.29552329099988,206.29552329099988,0.008217333000175131,[0.39111111111111113],[-0.4533333333333333],[1],[0],[0],[1.2906604589998096],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
147,0,147,0,5,207.59935637499984,207.59935637499984,0.009228875000189873,[-0.07222222222222222],[-0.37444444444444447],[1],[0],[0],[1.0706625000002532],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
148,0,148,0,10,208.68944958300017,208.68944958300017,0.015733999999611115,[-0.35555555555555557],[0.39],[1],[0],[0],[1.496541624999736],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
149,0,149,0,5,210.19568066600004,210.19568066600004,0.008244624999861117,[-0.3277777777777778],[0.31333333333333335],[1],[0],[0],[0.8074634579998019],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
150,0,150,0,5,211.01561491600023,211.01561491600023,0.009136249999755819,[0.4111111111111111],[-0.11],[1],[0],[0],[1.1867650829999548],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
151,0,151,0,5,212.21481725000012,212.21481725000012,0.009174458000416053,[0.011111111111111112],[0.30333333333333334],[1],[0],[0],[1.439100834000783],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
152,0,152,0,5,213.66619670799992,213.66619670799992,0.009249541999452049,[0.45222222222222225],[0.22666666666666666],[1],[0],[0],[1.1705995410002288],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
153,0,153,0,10,214.85762400000021,214.85762400000021,0.01662862499961193,[0.30666666666666664],[0.1411111111111111],[1],[0],[0],[0.8791619590001574],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
154,0,154,0,5,215.74612770800013,215.74612770800013,0.008485375000418571,[0.16333333333333333],[-0.08555555555555555],[1],[0],[0],[1.0235743329994875],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
155,0,155,0,5,216.7824382079998,216.7824382079998,0.00900041700060683,[-0.29777777777777775],[0.35555555555555557],[1],[0],[0],[1.0708051669998895],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
156,0,156,0,10,217.87468216599973,217.87468216599973,0.016795958999864524,[-0.04777777777777778],[0.03777777777777778],[1],[0],[0],[0.9783826659995611],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
157,0,157,0,10,218.8713319999997,218.8713319999997,0.015551917000266258,[-0.35333333333333333],[0.4177777777777778],[1],[0],[0],[1.231650875000014],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
158,0,158,0,5,220.11279733300034,220.11279733300034,0.008280334000119183,[0.46111111111111114],[0.27444444444444444],[1],[0],[0],[1.5397138329999507],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
159,0,159,0,5,221.6657102500003,221.6657102500003,0.00941854200027592,[0.28],[0.05444444444444444],[1],[0],[0],[0.9370275420005783],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
160,0,160,0,5,222.61464579099993,222.61464579099993,0.008795624999947904,[0.3422222222222222],[0.14555555555555555],[1],[0],[0],[0.8558127079995757],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
161,0,161,0,5,223.4831624159997,223.4831624159997,0.009502791999693727,[-0.3211111111111111],[-0.10444444444444445],[1],[0],[0],[1.4023082920002707],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
162,0,162,0,10,224.9088960830004,224.9088960830004,0.018300249999811058,[0.17333333333333334],[0.3433333333333333],[1],[0],[0],[1.111496999999872],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
163,0,163,0,5,226.02980433300036,226.02980433300036,0.008563166999920213,[0.03],[0.15666666666666668],[1],[0],[0],[1.0388118339997163],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
164,0,164,0,10,227.08883879099994,227.08883879099994,0.01574420899942197,[-0.33444444444444443],[-0.14333333333333334],[1],[0],[0],[1.147164791999785],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
165,0,165,0,10,228.2531398330002,228.2531398330002,0.014427625000280386,[-0.4111111111111111],[0.06888888888888889],[1],[0],[0],[1.0330630420003217],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
166,0,166,0,10,229.3034152500004,229.3034152500004,0.014354291999552515,[-0.4],[0.012222222222222223],[1],[0],[0],[1.0157238749998214],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
167,0,167,0,10,230.33681554099985,230.33681554099985,0.014594041000236757,[0.3933333333333333],[-0.09222222222222222],[1],[0],[0],[1.266256083999906],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
168,0,168,0,10,231.6200247910001,231.6200247910001,0.014359207999405044,[0.44333333333333336],[-0.22777777777777777],[1],[0],[0],[1.0163798329995188],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
169,0,169,0,10,232.65445224999985,232.65445224999985,0.015140250000513333,[0.19],[-0.2866666666666667],[1],[0],[0],[1.0481968750000306],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
170,0,170,0,10,233.72037233300034,233.72037233300034,0.015070166999976209,[-0.25555555555555554],[0.31222222222222223],[1],[0],[0],[1.348897417000444],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
171,0,171,0,5,235.0794315410003,235.0794315410003,0.00863687499986554,[-0.35333333333333333],[0.30333333333333334],[1],[0],[0],[0.9727446669994606],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
172,0,172,0,10,236.07301654099956,236.07301654099956,0.016256791999694542,[-0.28444444444444444],[0.07333333333333333],[1],[0],[0],[1.1637425409999196],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
173,0,173,0,5,237.24600166599976,237.24600166599976,0.007877500000176951,[0.03333333333333333],[-0.3844444444444444],[1],[0],[0],[1.4065139590002218],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
174,0,174,0,10,238.67366054099966,238.67366054099966,0.01653662499938946,[0.025555555555555557],[-0.22444444444444445],[1],[0],[0],[0.8298830829999133],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
175,0,175,0,5,239.51300041600007,239.51300041600007,0.008551084000828268,[0.15555555555555556],[0.1622222222222222],[1],[0],[0],[1.0892406659995686],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
176,0,176,0,5,240.61514654100029,240.61514654100029,0.009115374999964843,[-0.006666666666666667],[0.22777777777777777],[1],[0],[0],[0.8375462499998321],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
177,0,177,0,10,241.47277720799957,241.47277720799957,0.016048833000240847,[0.23444444444444446],[-0.3011111111111111],[1],[0],[0],[1.1806180829998993],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
178,0,178,0,10,242.6703964999997,242.6703964999997,0.014578624999558087,[-0.03],[-0.3988888888888889],[1],[0],[0],[0.833078167000167],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
179,0,179,0,5,243.5132955830004,243.5132955830004,0.008346624999830965,[-0.5022222222222222],[-0.2088888888888889],[1],[0],[0],[1.0063380000001416],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
180,0,180,0,10,244.53975320799964,244.53975320799964,0.015602708000187704,[-0.09555555555555556],[0.24888888888888888],[1],[0],[0],[1.296829166999487],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
181,0,181,0,5,245.84666933300014,245.84666933300014,0.008626875000118162,[0.08444444444444445],[0.3566666666666667],[1],[0],[0],[0.9402114169997731],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
182,0,182,0,5,246.80049320800026,246.80049320800026,0.009735874999933003,[-0.07],[0.4166666666666667],[1],[0],[0],[0.9029457500000717],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
183,0,183,0,10,247.72472670800016,247.72472670800016,0.017005417000291345,[-0.15],[-0.1322222222222222],[1],[0],[0],[1.1626254170005268],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
184,0,184,0,5,248.89687358300034,248.89687358300034,0.008562416999666311,[0.06666666666666667],[-0.04777777777777778],[1],[0],[0],[1.138940707999609],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
185,0,185,0,5,250.04898374999993,250.04898374999993,0.00932004100013728,[-0.18666666666666668],[0.016666666666666666],[1],[0],[0],[0.9212006660000043],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
186,0,186,0,5,250.98253912499968,250.98253912499968,0.009222749999935331,[-0.29444444444444445],[-0.47],[1],[0],[0],[1.0208044170003632],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
187,0,187,0,5,252.01478858300015,252.01478858300015,0.00887691600019025,[0.36],[-0.014444444444444444],[1],[0],[0],[0.9873214170002029],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
188,0,188,0,10,253.02359404100025,253.02359404100025,0.016677374999744643,[0.14333333333333334],[0.2577777777777778],[1],[0],[0],[1.0133587500004069],[],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
189,0,189,0,5,254.04651645800004,254.04651645800004,0.008424833000390208,[-0.06777777777777778],[-0.18],[1],[0],[0],[0.9555984170001466],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
190,0,190,0,5,255.01548774999992,255.01548774999992,0.009441417000743968,[0.23666666666666666],[0.4766666666666667],[1],[0],[0],[1.404994749999787],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
191,0,191,0,10,256.4404940000004,256.4404940000004,0.015939624999191437,[-0.4255555555555556],[-0.23666666666666666],[1],[0],[0],[1.1965113750002274],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
192,0,192,0,5,257.6467037499997,257.6467037499997,0.00839979200009111,[-0.15],[0.1411111111111111],[1],[0],[0],[1.2562223329996414],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
193,0,193,0,10,258.92392704099984,258.92392704099984,0.016370583000025363,[0.07],[-0.01],[1],[0],[0],[1.1631480839996584],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
194,0,194,0,5,260.09657316599987,260.09657316599987,0.00853020800059312,[-0.35777777777777775],[0.07888888888888888],[1],[0],[0],[1.1392670420000286],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
195,0,195,0,10,261.25676558299983,261.25676558299983,0.016434041999673354,[0.051111111111111114],[-0.37555555555555553],[1],[0],[0],[1.4298162499999307],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
196,0,196,0,10,262.703849083,262.703849083,0.014730167000379879,[-0.25555555555555554],[0.4533333333333333],[1],[0],[0],[1.3826765420008087],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
197,0,197,0,5,264.096487541,264.096487541,0.00828487499984476,[-0.39111111111111113],[0.13555555555555557],[1],[0],[0],[1.2396762500002296],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
198,0,198,0,10,265.3570896250003,265.3570896250003,0.016240332999586826,[0.29777777777777775],[0.2222222222222222],[1],[0],[0],[1.4465275000002293],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
199,0,199,0,5,266.81327812499967,266.81327812499967,0.008501124999384047,[-0.18444444444444444],[0.43666666666666665],[1],[0],[0],[1.4721076250007172],['target'],278004,001,2022-09-16_11h48.57.323,lab psych tut 3,2022.2.4,59.688946098977496,
